tweetId,user,created,no_of_likes,source_of_tweet,sentiment,,,
1003,gavi,2021-09-27 19:30:00+00:00,14,None,"""They are now curious about immunisation and the COVID-19 vaccine” - #COVID19 is hitting nomads in Kenya’s Rift Valley hard, prompting them to turn towards vaccination after years of hesitancy. @a...",,,
1004,Blogs_Kenya,2021-09-27 09:20:08+00:00,0,None,[Hapa Kenya] The Mastercard Foundation urges world leaders to invest in Africa’s vaccine security & independence: US President Joe Biden recently hosted a Global COVID-19 Summit at the 76th Un...,,,
1005,allafrica,2021-09-27 05:00:19+00:00,1,None,Storage to Dictate Covid-19 Vaccine Type in Counties @dailynation: https://t.co/3Via7rSn4o #Kenya https://t.co/KyR2TKJ0m6,,,
1006,PunchMzee,2021-09-26 10:32:40+00:00,0,None,"Covid-19 vaccine rollout in Kenya.\nTanzania iko wapi?\nWanaendesha nchi kiusaniii sanii, wabongo waongo waongo tu. Hawa hawana haja ya kusubiri siku ya mwisho. Nchi hii imefanyiwa madhambi mengi ...",,,
1007,NationAfrica,2021-09-26 10:20:00+00:00,9,None,Covid-19 vaccine rollout in Kenya \n\n#Covid19 #NationNewsplex https://t.co/ByL2YMn70i https://t.co/fzpBS0Foj3,,,
1008,NationAfrica,2021-09-26 05:40:00+00:00,6,None,Covid-19 vaccine rollout in Kenya \n\n#Covid19 #NationNewsplex https://t.co/ByL2YMEIoS https://t.co/I4sjwDOLse,,,
1009,allafrica,2021-09-26 05:00:27+00:00,0,None,Storage to Dictate Covid-19 Vaccine Type in Counties @dailynation: https://t.co/3Via7rSn4o #Kenya https://t.co/Js6IiFrVgF,,,
1010,NationAfrica,2021-09-25 10:20:00+00:00,5,None,Covid-19 vaccine rollout in Kenya \n\n#Covid19 #NationNewsplex https://t.co/ByL2YMEIoS https://t.co/w8ctHG4tir,,,
1011,News_Kenya,2021-09-25 10:01:14+00:00,0,None,"India to export 8 million Covid-19 jabs in October: New Delhi, India, Sep 25 - India will export eight million coronavirus vaccine jabs by the end of October after ending its ban on sending doses ...",,,
1012,coron_web,2021-09-25 08:48:49+00:00,0,None,"The first batch of Pfizer Covid-19 vaccine donations arrived in Kenya last week, expanding options in the country’s inoculation programme that has been dominated by AstraZeneca. The donations by…\...",,,
1013,NationAfrica,2021-09-25 07:20:00+00:00,3,None,Covid-19 vaccine rollout in Kenya \n\n#Covid19 #NationNewsplex https://t.co/ByL2YMEIoS https://t.co/w17aJOR2ya,,,
1014,anamafalda1992,2021-09-25 05:50:43+00:00,0,None,Kenya: Storage to Dictate Covid-19 Vaccine Type in Counties https://t.co/V0NbWzR0xE,,,
1015,allafrica,2021-09-25 05:00:25+00:00,0,None,Storage to Dictate Covid-19 Vaccine Type in Counties @dailynation: https://t.co/3Via7rSn4o #Kenya https://t.co/tAlOYhs9wW,,,
1016,NationAfrica,2021-09-24 19:01:10+00:00,15,None,Covid-19 vaccine rollout in Kenya \n\n#Covid19 #NationNewsplex https://t.co/ByL2YMEIoS https://t.co/vYQJNvniR3,,,
1017,soldout_vin,2021-09-24 18:33:04+00:00,3,None,@ESTHER42264092 @CortesSteve I am in Kenya. I was speaking on behalf of my country. At least I am conversant with the politics of my country. Vaccines agenda is the last things we are talking abou...,,,
1018,HealthNyeri,2021-09-24 17:13:13+00:00,9,None,120 residents of Gakanga area in Kieni-west sub-county today received their first dose of Moderna vaccine during the ongoing COVID-19 vaccine outreaches. \n \nThe activity is supported by @Amref_K...,,,
1019,dak_malual,2021-09-24 16:09:19+00:00,5,None,Refugees students doing exams in an extremely congested classes with few doing it outside.\nThis should be an alarm during this COVID 19 that refugees requires #Vaccines.\n#VaccinesForAll \n@Gshap...,,,
1020,covid_kenya,2021-09-24 12:11:49+00:00,7,None,"getting underway, with @daktari1 talking about all the negative impact of managing COVID-19, to protect the health system\n \nscience has won, with the vaccines, but trade has not won - with the v...",,,
1021,jmollel,2021-09-24 11:29:44+00:00,1,None,African countries are growing increasingly impatient for pharmaceutical companies to transfer the mRNA technology: Kenya is the latest African country to start building a back-fill plant for the C...,,,
1022,Blogs_Kenya,2021-09-24 10:27:26+00:00,0,None,"[Femme Hub] Global Leaders Urged To Invest In Africa’s Vaccine Security: Earlier today, US President Joe Biden hosted a Global COVID-19 Summit on the side-lines of the 76thUnited Nations General A...",,,
1023,MrOdili3,2021-09-24 03:16:43+00:00,0,None,@Silvia_Wangeci @MillicentOmanga @VickyRubadiri @KiarieJohn @DCI_Kenya @NelsonHavi @ketercharles @FlorenceKajuju @CJMarthaKoome @IG_NPS @POTUS @StateHouseKenya @POTUS45 @BarackObama @Kehlani @Dons...,,,
1024,africa_shows,2021-09-23 17:04:39+00:00,0,None,#Healthcare ⚕️\n🇰🇪 Kenya is preparing to start production of Covid-19 vaccines in the first quarter of 2022.\n#AfricaShows #BusinessAfrica #Africa #Kenya #COVID19 https://t.co/1g6eGNiwwJ,,,
1025,KEMRI_Kenya,2021-09-23 15:43:36+00:00,7,None,📢 COVID-19 Vaccination Drive\n\nIn partnership with @CITAMKiambuRoad  @MOH_Kenya and @KiambuCountyGov we will hold a #COVID19 Vaccination Drive at Citam Kiambu for\n\n✅ #Moderna Vaccine\n✅ 2nd dos...,,,
1026,jmollel,2021-09-23 12:37:03+00:00,1,None,"Kenya will join the few countries in Africa that manufacture covid 19 vaccines from 2022.Kenya together with South Africa, Senegal, Rwanda, have plans to start in-country production. Kenya has set...",,,
1027,MetropolTVKE,2021-09-23 12:18:21+00:00,5,None,President Uhuru Kenya Kenyatta has called for equitable access and distribution of COVID-19 vaccines in undertaking measures to rebuild the global economy.\nThis follows the economic shocks caused...,,,
1028,HealthNyeri,2021-09-23 12:09:01+00:00,11,None,COVID-19 vaccine outreach at Barguret and Embaringo Dispensaries in Kieni East and Kieni west respectively. The same exercise is being conducted in all the other sub-counties with support from @Am...,,,
1029,MzalendoWatch,2021-09-23 11:58:12+00:00,72,None,@MillicentOmanga rises to give notice seeking that the senate adapts the third progress report  of the committee on health on Covid-19 situation in Kenya and on the preliminary findings on nation ...,,,
1030,catemimi1772,2021-09-23 05:48:08+00:00,1,None,"As I prepare to get a booster Covid-19 vaccine, I feel guilty. That I hv this privilege yet many colleagues back home have gone for weeks and months without a second shot. The ones in interior par...",,,
1031,SolarListKenya,2021-09-22 22:23:04+00:00,0,None,"PowerAfricaSolar - Kenya, UK Confirm Approval Of Covid-19 Vaccines Administered in Both Countries https://t.co/WBuSztAgnd https://t.co/w2XymKzcE7",,,
1032,SolarForKenya,2021-09-22 22:23:03+00:00,0,None,"PowerAfricaSolar - Kenya, UK Confirm Approval Of Covid-19 Vaccines Administered in Both Countries https://t.co/PuQYoCjz3X https://t.co/c8sgNJgnf5",,,
1033,KamukunjiDvpt,2021-09-22 18:26:05+00:00,0,None,"Now I can TRUST Covid-19 Vaccines! Happy to see one of the most trusted legislatures in Kenya @MPyusufhassan mobilizing traders in Gikomba,  Pumwani & Shauri Moyo areas to take up the #COVID19...",,,
1034,BD_Africa,2021-09-22 17:30:00+00:00,3,None,"Kenya, UK in talks over Covid-19 vaccine certificates approval hitch\nhttps://t.co/wVvH4NjYsU https://t.co/dDfOGhyTtS",,,
1035,OchiengJapanes,2021-09-22 16:41:55+00:00,0,None,"Kenya, UK Confirm Approval Of Covid-19 Vaccines Administered in Both Countries https://t.co/O3AMSeKN02 https://t.co/LVlnflrdou",,,
1036,RobertAlai,2021-09-22 11:40:04+00:00,36,None,"Kenya, UK Confirm Approval Of Covid-19 Vaccines Administered in Both Countries https://t.co/3P5UwSqCFY https://t.co/xjLuK7s7HL",,,
1037,KahawaTungu,2021-09-22 11:35:22+00:00,1,None,"Kenya, UK Confirm Approval Of Covid-19 Vaccines Administered in Both Countries https://t.co/GpADiatw26",,,
1038,TaalamuNewsKE,2021-09-22 08:57:48+00:00,5,None,"Top 5 news posts for you this Wednesday: \n\n1️⃣: Kenya, UK recognise Covid-19 vaccines administered in either of the countries. \n\nThe United Kingdom and Kenya governments say they recognise Cov...",,,
1039,KenAseka,2021-09-22 08:08:12+00:00,2,None,"@DrPatrickAmoth Kenya has so far administered only nearly half of the COVID-19 vaccines received. Is Kenya grappling with vaccine apathy? What strategies are in place to ramp up vaccination, apart...",,,
1040,BD_Africa,2021-09-22 07:15:00+00:00,8,None,"Kenya, UK in talks over Covid-19 vaccine certificates approval hitch https://t.co/hvASMrSs3x https://t.co/bwnNQO1kcj",,,
1041,africaniannews,2021-09-22 07:02:03+00:00,0,None,Covid-19: 200 000 doses of the Sinopharm vaccine arrived in Kenya #Kenya #Sinopharmvaccines\nhttps://t.co/Td8ZOqbOMY,,,
1042,IreneKaindi,2021-09-22 06:45:21+00:00,0,None,"Kenya, UK in talks over Covid-19 vaccine certificates approval hitch. There had been fears that new British travel rules would not allow Kenyans into the UK despite getting the recommended Covid 1...",,,
1043,BriefChannel,2021-09-22 05:25:40+00:00,0,None,"Kenya, UK in talks over Covid-19 vaccine cerificates approval hitch https://t.co/2m2wwPvlhm",,,
1044,NaijaNewsWire,2021-09-22 03:15:58+00:00,0,None,"Kenya, UK in talks over Covid-19 vaccine cerificates approval hitch https://t.co/Cy6iJYi1Oa",,,
1045,b_kernick,2021-09-21 19:07:58+00:00,2,None,"If you want to go on a Serengeti Safari in Kenya and Tanzania like I did, you are required to get the Yellow Fever Vaccine.  Most people don’t resist these vaccines because you just can’t go unles...",,,
1046,News_Kenya,2021-09-21 18:46:21+00:00,0,None,"Kenya, UK seek common vaccine certificates framework: NAIROBI, Kenya, Sep 21 - Kenya and United Kingdom are working on framework that will guide the validation of COVID-19 vaccine certificates. In...",,,
1047,StandardKenya,2021-09-21 16:20:07+00:00,18,None,Kenya and UK to recognise Covid-19 vaccines administered in either of the countries\nhttps://t.co/a0bCxWYXtd,,,
1048,TerryNzau,2021-09-21 15:57:13+00:00,1,None,United Kingdom says it recognizes Covid-19 vaccines being administered in kenya. https://t.co/5y2iaMq0Xj,,,
1049,BrianGeorgeKE,2021-09-21 15:07:24+00:00,0,None,"UK and Kenya say they recognise Covid-19 vaccines administered in either of the countries, but are in the process of formulating ways to validate certificates. https://t.co/LypGgfOkFv https://t.co...",,,
1050,4abrighterworld,2021-09-21 15:03:41+00:00,3,None,A BIG thank you to all who donated to our LittlexLittle campaign in support of our Covid-19 vaccine programme in rural Kenya 🧡\nYour support makes all the difference and we are so grateful to you ...,,,
1051,nicholaswambua_,2021-09-21 14:45:45+00:00,1,None,"UK and Kenya say they recognise Covid-19 vaccines administered in either of the countries, but are in the process of formulating ways to validate certificates. https://t.co/zvvwIDDgxh\n@KTNNewsKE ...",,,
1052,georgemaringa_,2021-09-21 14:24:51+00:00,3,None,"UK and Kenya say they recognise Covid-19 vaccines administered in either of the countries, but are in the process of formulating ways to validate certificates. https://t.co/enADWs6kYe",,,
1053,MetropolTVKE,2021-09-21 12:51:52+00:00,1,None,"COVID-19 vaccines apathy, uptake and supply in Kenya. https://t.co/DR34XApBtd https://t.co/kTspW1rmn4",,,
1054,rhonda_mangus,2021-09-20 20:03:00+00:00,1,None,2024? The Kenyan government has set in motion plans to manufacture Covid-19 vaccines locally to ensure sufficient supply. https://t.co/tw32l16IRe #Kenya #Vaccines #Manufacturing #COVID19 #Ebola #A...,,,
1055,Jeptoo_Jane,2021-09-20 17:30:34+00:00,0,None,"#Pfizer Covid-19 vaccine for 5 to 11 year-olds is safe and shows 'robust' antibody response. Pfizer said on Monday a Phase 2/3 trial showed its Covid-19 vaccine was safe and generated a ""robust"" a...",,,
1056,allafrica,2021-09-20 12:48:16+00:00,1,None,Storage to Dictate Covid-19 Vaccine Type in Counties @dailynation: https://t.co/uVRNRSJmuA #Kenya https://t.co/hJQ59OSkzm,,,
1057,TaalamuNewsKE,2021-09-20 09:50:53+00:00,4,None,3️⃣: New NMS health centres to offer Covid vaccines. \n\nThe Ministry of Health is working on offering Covid-19 vaccines in the 14 new hospitals launched by the NMS (@NMS_Kenya) last week. This is...,,,
1058,BrookingsGlobal,2021-09-19 15:26:00+00:00,1,None,This week’s Africa in the news: New South African tech transfer hub to replicate Moderna COVID-19 vaccine, South Africa seeks international investment to shift away from coal, DRC renegotiates wit...,
1059,sarajerving,2021-09-19 13:32:14+00:00,6,None,At a COVID-19 vaccine drive today in Nairobi. Vaccines are only slowly trickling in because high income countries are hoarding them. Only 3% of Kenya’s population is fully vaccinated. https://t.co...,,,
1060,covid_kenya,2021-09-19 07:20:59+00:00,0,None,"with our slow vaccine rollout in Kenya, we still need to work hard to hit GoK's target of 10 million fully-vaccinated Kenyans by December 31st\n \nFriday's @AmnestyKenya #AfyaNaPandemic showed COV...",,,
1061,cjxwh_hbtv,2021-09-19 02:50:43+00:00,0,None,"COVID-19 vaccines assisted by the Chinese government arrived at Jomo Kenyatta International Airport in Nairobi, Kenya on Monday.#COVID19 https://t.co/qTtQhsq3QU",,,
1062,MylesEdwards,2021-09-18 19:53:13+00:00,8,None,This is happening despite a large % of the Covid-19 vaccines administered in Kenya having been donated by the UK government🤯,,,
1063,ThikaTowntoday,2021-09-18 18:06:08+00:00,1,None,"Kenya receives 200,000 Sinopharm COVID-19 Vaccine doses from China to boost its fight against the virus.\n\nThis is the 5th type of vaccine to be delivered in the country after Astrazeneca, Modern...",,,
1064,babatundeleye,2021-09-18 17:51:48+00:00,0,None,"If you take covid 19 jabs vaccines in Africa, Uk govt believes that you are unvaccinated and should follow unvaccinated procedure, however uk 🇬🇧 donated 870k vaccine to Kenya, are they those vacci...",,,
1065,shen_shiwei,2021-09-18 15:21:46+00:00,47,None,"🇨🇳✈️🇰🇪 #Kenya becomes the latest African country that receives China-donated COVID-19 #vaccine.\n\nThe fist batch of 200,000 doses of China-donated #Sinopharm COVID-19 vaccines arrives in Nairobi ...",,,
1066,Elshakur4,2021-09-18 12:33:53+00:00,0,None,"@UNICEFAfrica @UNICEF @Beast_TM In Kenya,Tanzania, Rwanda, and  Sudan  they are  studying  in Uganda  they  are not,not testing,vaccinating, \nOnly  they know  is curfew  and lockdown plus donatio...",,,
1067,CGTNOfficial,2021-09-18 12:04:46+00:00,30,None,"The first batch of Sinopharm COVID-19 vaccines donated by #China arrived at Jomo Kenyatta International Airport in Nairobi, capital of #Kenya on Saturday. https://t.co/NmdKs2dKGJ",,,
1068,cjxwh_hbtv,2021-09-18 11:33:31+00:00,1,None,The first batch of COVID-19 vaccine assisted by China has arrived in Kenya and will be provided free of charge to ordinary Kenyan residents as soon as possible.#COVID19 https://t.co/ZkPCDJ0zWE,,,
1069,ntvkenya,2021-09-18 10:08:01+00:00,12,None,"Getting The Jab Done:\n\nKenya has received 200,000 doses of Sinopharm Covid-19 Vaccine from China this morning, increasing the vaccine types in the country to five.\n\n#NTVAtOne @OBurrows https:/...",,,
